paper_id,title,year,authors,abstract,venue,venue_id
dddff1108ad62678e0e0da84914e977f785378e4,Attention-Enhanced Transferable Task Offloading via Auxiliary Learning in Mobile Edge Computing,2026,"Rui Zhang, Junjie Hu, Yicheng Di, Jiayu Bao, Jiansong Fan, Yuan Liu","The rapid development of the Internet of Things (IoT) and cyberphysical systems (CPSs) has led to the rise of mobile edge computing (MEC), enabling low-latency task offloading in dynamic environments. However, existing offloading strategies struggle to generalize across diverse and evolving network topologies, often requiring retraining or fine-tuning when deployed in new scenarios. To address these challenges, we propose AtALT, a transferable task-offloading framework that achieves zero-shot transferability. The acronym AtALT is derived from the key components of our method: attention-auxiliary learning-transferable task offloading. AtALT integrates an attention-based encoder and an auxiliary learning module. The attention-based encoder dynamically computes topology-agnostic compatibility scores, allowing for flexible task-offloading decisions across different network configurations. The auxiliary learning module predicts node states, regularizing the policy learning process and enhancing generalization. Experimental results demonstrate that AtALT outperforms existing methods in transferability and efficiency, making it suitable for deployment in previously unseen environments without the need for further training.",IEEE Internet of Things Journal,228761ec-c40a-479b-8309-9dcbe9851bcd
c16df8367857bc3af695ec0d66fe28b54d8fa026,Noncontact Sleep Apnea–Hypopnea Syndrome Detection Using Variational Mode Decomposition-Based Respiratory Signals and Deep Neural Networks,2026,"Saman Faridsoltani, Zahra Rahmani, S. Chamaani, Fatemeh Kashaninasab, Mahboobe Khoozan, Mir Farhad Ghalebandi, Mansour Vali","Abstract-Sleep apnea-hypopnea syndrome (SAHS) is a common sleep disorder that impacts quality of life and often goes undiagnosed. The gold standard for SAHS detection, polysomnography (PSG), is expensive and inconvenient for long-term monitoring. As a result, the research has increasingly shifted toward alternative approaches, such as radar sensors. Feature extraction is crucial for SAHS detection using radar-based respiratory signals. It relies not only on the expertise of specialists and their prior knowledge of respiratory patterns, but also on the methodologies used to extract respiration from the radar. This study presents an automated feature extraction method that utilizes radar respiratory signals processed through variational mode decomposition (VMD) to better preserve the morphological structure of breathing patterns, followed by a hybrid convolutional neural network (CNN)-transformer for classifying SAHS events from normal segments. Then, the apnea-hypopnea index (AHI) is applied to discriminate SAHS subjects from healthy ones. Our study involved 20 PSG recordings and impulse-radio ultrawideband (IR-UWB) radar data across all sleeping positions. The proposed method achieved per-segment classification accuracy of 93.85 %(88.28 %), sensitivity of 87.86 %(75.52 %), specificity of 93.97 %(95.74 %), F1-score of 90.6 %(82.62 %), and Cohen's kappa of 0.763(0.724) using leave-one-out cross-validation (LOOCV) for two (three)-class classifications. AHI estimation analysis showed a strong correlation between the estimated and reference AHI, with a Pearson's correlation coefficient of 0.996. In addition, the SAHS diagnosis achieved an average accuracy of 98.33 % and a Cohen's kappa of 0.96 for AHI thresholds of $\geq 5,15$ , and 30 events/h.",IEEE Sensors Journal,b210fd3d-11d7-478e-a0aa-7e3d2a4f482d
21c04111cfe74e764a5c5d9d6ca12b77a75c76d5,CoSimR: Similarity Cues-Aware Consanguinity Relationship Mining Framework for IoT-Based Bird Monitoring Systems,2026,"Tingting Liu, Zhibing Liu, Qiang Chen, Hai Liu, Zhaoli Zhang, Neal N. Xiong","The Internet of Things (IoT)-based bird monitoring system faces challenges from occlusion, arbitrary postures, and similar species. To address these, we exploit two key properties of bird images: self-correlation within individual birds and appearance similarity across species, revealing self-correlation and consanguinity relationships. We propose a similarity cues-aware consanguinity relationship mining (CoSimR) framework, which leverages these relationships for robust classification. CoSimR comprises two modules: consanguinity relationship mining (CRM) and cross-species avian prediction (CAP). CRM can capture skeletal structures by generating the correlation tokens, while consanguinity tokens encode $p$ information across five taxonomic levels (class, order, family, genus, and species). CAP leverages a consanguinity-driven multiloss function, including homogeneity loss for intraspecies consistency and affinity loss for cross-species similarity, to guide discriminative feature learning. Experiments conducted on two fine-grained bird image classification (FBIC) datasets demonstrate that the CoSimR model achieves better performance compared with state-of-the-art methods. It highlights the effectiveness of integrating biological hierarchy with visual features, paving the way for similarity cues-aware approaches in fine-grained classification tasks.",IEEE Internet of Things Journal,228761ec-c40a-479b-8309-9dcbe9851bcd
2a92c7bfad4e602260ce76262d44a31a6cca5602,VIB-CTFN: A Multimodal Data Fusion Method Based on Variational Information Bottleneck Optimization for Radar Deceptive Jamming Discrimination,2026,"Yinuo Wu, Jieyi Liu, Yu Zhou, Maoguo Gong, Yongkang Wang, Jiaxi Guo","Existing radar anti-jamming methods are difficult to effectively integrate and utilize multimodal input data, resulting in limited jamming discrimination performance in complex deceptive jamming environments. In order to achieve more sufficient information utilization, VIB-CTFN, a convolutional neural network-Transformer fusion network based on variational information bottleneck optimization is proposed, which introduces an information-theoretic approach to solve the issue of information redundancy in current fusion strategies. The network leverages complementary feature extraction. The convolutional neural network is utilized to extract the microscopic electromagnetic features of signal modality, while Transformer captures the macroscopic long-range kinematic dependencies of data modality, and the multimodal representations are fused with the feature-level multi-head attention mechanism. During alternate training, variational information bottleneck compresses redundant and irrelevant information through variational approximation, optimizes the target critical feature representation, enhancing the generalization ability and robustness of the model. Simulation experiments show that the accuracy of VIB-CTFN in complex deceptive jamming scenarios reaches 99.79%, which is 9.47% and 3.33% higher than that of convolutional neural network and Transformer without variational information bottleneck optimization, while 18.48% and 16.41% higher than that of the traditional methods signal and data fusion-based traditional interference model, demonstrating that the method has a robust and efficient jamming discrimination capability in complex electromagnetic environments.",IEEE Sensors Journal,b210fd3d-11d7-478e-a0aa-7e3d2a4f482d
b2cfe3b9af80b746ecc8e9068d38653f6e9de232,From Voice to Shell: A SLM-Based Assistant for IoT Maintenance Tasks on the Edge,2026,"Ángela Gijón Flores, Cristina Bolaños Peño, Henry Llumiguano Solano, Jesús Fernández-Bermejo Ruiz, Félix Jesús Villanueva Molina, Fernando Rincón Calle","Internet of Things (IoT) deployment relies on complex command-line interfaces that handle multiple commands, difficult to master, especially for nonexpert or novel technicians and maintainers. Spoken dialog arises as the most natural interaction for providing assistance to humans. Therefore, this study presents a privacy-preserving multilingual voice assistant, completely run on edge devices, that transforms natural language instructions into executable commands for heterogeneous IoT deployments. Two contexts are considered: Docker commands, whose options and arguments are publicly accessible, and an emergency luminaires system commands, a proprietary deployment whose information is not previously available to pretrained models. Multiple datasets for both contexts have been drafted to fine-tune and evaluate proposed models. A benchmark and its results for comparing proposed models are exposed, as well as a functional implementation of the voice assistant, composed of models from the comparison. The proposed system achieves a 3.15 word error rate (WER) and 98.57% semantic similarity for transcribing voice data, and takes only 2.8 s to generate a rightful command with 81.36% accuracy and not needing GPU acceleration, demonstrating reasonable performance on tested edge devices. This study’s findings show that carefully fine-tuned small language models (SLMs) deliver high efficiency for speech-driven IoT device management at a fraction of the computational cost, eliminating cloud dependence and protecting sensitive audio data.",IEEE Internet of Things Journal,228761ec-c40a-479b-8309-9dcbe9851bcd
f038d617246f9d36b8462262c807765073a2b721,DMAW: A Dynamic Multimodal Measurement Fusion Network With Attention for Reliable Welding Process Monitoring Under Harsh Industrial Environments,2026,"Jiawei Fan, Ting Yuan, Haonan Zhang, Songlin Li, U. Hanebeck, Zhuguo Li, Edmond Q. Wu, Jiuchao Qian","In laser welding, harsh environmental conditions such as arc light interference, spatter, and strong background noise pose significant challenges to accurate process monitoring and measurement. Traditional single-modality sensing methods are often inadequate for a comprehensive characterization of welding states and remain highly vulnerable to noise contamination. To overcome the limitations, a dynamic multimodal attention-based weighting (DMAW) network is proposed, which integrates visual and acoustic information to achieve more comprehensive welding state characterization. First, modality-specific feature extractors are trained using unsupervised knowledge distillation (KD) to learn welding-relevant semantic representations. Next, the extracted features are passed through a cross-attention module to enable intermodal interaction and suppress noise. Finally, a dynamic reliability-weighted fusion is proposed that adaptively adjusts modality contributions, thereby reducing measurement uncertainty and enhancing robustness under varying conditions. Experimental validation on a dedicated laser welding platform demonstrates that the proposed framework achieves superior accuracy and resilience in welding state monitoring, highlighting its potential as a reliable solution for intelligent industrial welding systems.",IEEE Sensors Journal,b210fd3d-11d7-478e-a0aa-7e3d2a4f482d
f509d20f1dd7a8bf4fa94b1f6723f26f13e7cd45,Informer-Based Joint Tracking and Trajectory Prediction of Maneuvering Radar Targets,2026,"Shihuaxiao Zhao, Cao Zeng, Minti Liu","Tracking radar targets over extended time horizons remains challenging due to highly nonlinear and maneuverable motion patterns that lead to cumulative prediction errors. This work addresses the joint estimation of current states and future trajectory prediction for radar targets under incomplete and noisy measurements. We develop a rigorous error-theoretic framework that formally analyzes error propagation mechanisms in sequential prediction, demonstrating that incremental state prediction effectively suppresses systematic bias and cumulative error growth compared to absolute prediction. Guided by these theoretical insights, we propose principled design strategies including feature augmentation with Doppler and kinematic information and increased network capacity. We instantiate this theory-guided approach within the informer architecture, leveraging its efficient sequence-to-sequence capability to mitigate error accumulation while achieving O(L log L) complexity, and propose this informer-based radar maneuvering target tracking (MTT) and predicting framework (InforMTP). A synthetic dataset with randomized motion patterns and multimode dynamics is constructed to validate the framework. Experimental results demonstrate that the proposed method consistently achieves tighter error bounds and substantially outperforms the model-based and hybrid baselines in both prediction accuracy and convergence speed, particularly under complex maneuvering scenarios. The source code is available at: https://github.com/poem-flower/InforMTP.",IEEE Sensors Journal,b210fd3d-11d7-478e-a0aa-7e3d2a4f482d
ea69a6fa5793b5bb84951ad50b65c0d5d9b709da,A Survey on Binary and Ternary Neural Networks and Their Realization in Compute-in-Memory for Edge Intelligence,2026,"Dahoon Park, Hyungdong Park, Inguk Yeo, Jiyun Kim, Sunghyun Lee, Suhak Lee, Hyunseob Shin, S. Pae, Deliang Fan, Jaeha Kung, K. Kwon","Deep learning has achieved remarkable success across a wide range of applications, such as language modeling, computer vision, recommendation systems, and robotics. However, the growing size of models and their increasing computational demands pose significant challenges, particularly for resource-constrained devices. A promising approach to address these challenges is extreme quantization, exemplified by binary and ternary neural networks. These techniques significantly reduce model size by quantizing weights and activations to 1 or 1.58 bit, while simplifying computation, making them well-suited for efficient deployment in resource-limited environments. This article presents a comprehensive review of extreme quantization techniques, organized into three key areas: 1) a comparative analysis of quantizing only the weights [e.g., binary weight networks (BWNs) and ternary weight networks (TWNs)] versus quantizing both weights and activations (e.g., binary neural networks and ternary neural networks), along with a discussion of the progress and tradeoffs of their approaches; 2) an examination of how extreme quantization, initially applied to convolutional neural networks (CNNs), has been extended to Transformer architectures; and 3) an overview of compute-in-memory architectures optimized for binarization and ternarization, including designs based on advanced bit-cell technologies.",IEEE Internet of Things Journal,228761ec-c40a-479b-8309-9dcbe9851bcd
c8abd467396ead2bb488b4b84c6fe5ea5e0df020,LatentRefusal: Latent-Signal Refusal for Unanswerable Text-to-SQL Queries,2026,"Xuancheng Ren, Shijing Hu, Zhihui Lu, Jiangqi Huang, Qiang Duan","In LLM-based text-to-SQL systems, unanswerable and underspecified user queries may generate not only incorrect text but also executable programs that yield misleading results or violate safety constraints, posing a major barrier to safe deployment. Existing refusal strategies for such queries either rely on output-level instruction following, which is brittle due to model hallucinations, or estimate output uncertainty, which adds complexity and overhead. To address this challenge, we formalize safe refusal in text-to-SQL systems as an answerability-gating problem and propose LatentRefusal, a latent-signal refusal mechanism that predicts query answerability from intermediate hidden activations of a large language model. We introduce the Tri-Residual Gated Encoder, a lightweight probing architecture, to suppress schema noise and amplify sparse, localized cues of question-schema mismatch that indicate unanswerability. Extensive empirical evaluations across diverse ambiguous and unanswerable settings, together with ablation studies and interpretability analyses, demonstrate the effectiveness of the proposed approach and show that LatentRefusal provides an attachable and efficient safety layer for text-to-SQL systems. Across four benchmarks, LatentRefusal improves average F1 to 88.5 percent on both backbones while adding approximately 2 milliseconds of probe overhead.",Unknown,
daf36986c786b6d2831a0cd9e2e666a3f983895e,LOOKAT: Lookup-Optimized Key-Attention for Memory-Efficient Transformers,2026,Aryan Karmore,"Compressing the KV cache is a required step to deploy large language models on edge devices. Current quantization methods compress storage but fail to reduce bandwidth as attention calculation requires dequantizing keys from INT4/INT8 to FP16 before use. We observe that attention scoring is mathematically equivalent to the inner product similarity search and we can apply some compression techniques from vector databases to compress KV-cache better. We propose LOOKAT, which applies product quantization and asymmetric distance computation, to transformer architecture by decomposing key vectors into subspaces, learning codebooks and computing attention tables via lookup tables. This transforms attention from memory-bound to compute-bound. LOOKAT achieves 64 $\times$ compression at 95.7\% output fidelity and 32 $\times$ compression at 95.0\% fidelity when tested on GPT-2. LOOKAT requires no architecture changes or training while maintaining rank correlation $\rho>0.95$. Theoretical analysis confirms that rank correlation degrades as $O(d_k/mK)$, with guarantees validated across sequence lengths up to 1024 tokens.",Unknown,
1264a84528238ceb7d0d4d514dfca9502ac7f9ec,Transformer-Based Cognitive Radio: Adaptive Modulation Strategies Using Transformer Models,2026,"Andrea Melis, Andrea Piroddi, Roberto Girau","Cognitive Radio (CR) systems, which dynamically adapt to changing spectrum environments, could benefit significantly from advancements in machine learning technologies. These systems can be enhanced in terms of spectral efficiency, robustness, and security through innovative approaches such as the use of Transformer models. This work investigates the application of Transformer models, specifically the GPT-2 architecture, to generate novel modulation schemes for wireless communications. By training a GPT-2 model on a dataset of existing modulation formulas, new modulation schemes has been created. These generated schemes are then compared to traditional methods using key performance metrics such as Signal-to-Noise Ratio (SNR) and Power Spectrum Density (PSD). The results show that Transformer-generated modulation schemes can achieve performance comparable to, and in some cases outperforming, traditional methods. This demonstrates that advanced CR systems could greatly benefit from the implementation of Transformer models, leading to more efficient, robust, and secure communication systems.",Unknown,
899020711fa4c2b7bbd68d709044f380fef1e39c,Learning from Brain Topography: A Hierarchical Local-Global Graph-Transformer Network for EEG Emotion Recognition,2026,"Yijin Zhou, Fu Li, Yi Niu, Boxun Fu, Huaning Wang, Lijian Zhang","Understanding how local neurophysiological patterns interact with global brain dynamics is essential for decoding human emotions from EEG signals. However, existing deep learning approaches often overlook the brain's intrinsic spatial organization, failing to simultaneously capture local topological relations and global dependencies. To address these challenges, we propose Neuro-HGLN, a Neurologically-informed Hierarchical Graph-Transformer Learning Network that integrates biologically grounded priors with hierarchical representation learning. Neuro-HGLN first constructs a spatial Euclidean prior graph based on physical electrode distances to serve as an anatomically grounded inductive bias. A learnable global dynamic graph is then introduced to model functional connectivity across the entire brain. In parallel, to capture fine-grained regional dependencies, Neuro-HGLN builds region-level local graphs using a multi-head self-attention mechanism. These graphs are processed synchronously through local-constrained parallel GCN layers to produce region-specific representations. Subsequently, an iTransformer encoder aggregates these features to capture cross-region dependencies under a dimension-as-token formulation. Extensive experiments demonstrate that Neuro-HGLN achieves state-of-the-art performance on multiple benchmarks, providing enhanced interpretability grounded in neurophysiological structure. These results highlight the efficacy of unifying local topological learning with cross-region dependency modeling for robust EEG emotion recognition.",Unknown,
ac581f85e70c777b23ce8accddc4010c4b0d12db,"Role-Playing Agents Driven by Large Language Models: Current Status, Challenges, and Future Trends",2026,"Ye Wang, Jiaxing Chen, Hongjiang Xiao","In recent years, with the rapid advancement of large language models (LLMs), role-playing language agents (RPLAs) have emerged as a prominent research focus at the intersection of natural language processing (NLP) and human-computer interaction. This paper systematically reviews the current development and key technologies of RPLAs, delineating the technological evolution from early rule-based template paradigms, through the language style imitation stage, to the cognitive simulation stage centered on personality modeling and memory mechanisms. It summarizes the critical technical pathways supporting high-quality role-playing, including psychological scale-driven character modeling, memory-augmented prompting mechanisms, and motivation-situation-based behavioral decision control. At the data level, the paper further analyzes the methods and challenges of constructing role-specific corpora, focusing on data sources, copyright constraints, and structured annotation processes. In terms of evaluation, it collates multi-dimensional assessment frameworks and benchmark datasets covering role knowledge, personality fidelity, value alignment, and interactive hallucination, while commenting on the advantages and disadvantages of methods such as human evaluation, reward models, and LLM-based scoring. Finally, the paper outlines future development directions of role-playing agents, including personality evolution modeling, multi-agent collaborative narrative, multimodal immersive interaction, and integration with cognitive neuroscience, aiming to provide a systematic perspective and methodological insights for subsequent research.",Unknown,
1ae308abb1a9e507a609e390da1d36e9843ec9ca,Process-Guided Concept Bottleneck Model,2026,"R. M. Asiyabi, Seosaw Partnership, Steven Hancock Casey Ryan School of GeoSciences, U. Edinburgh, Uk, UK National Centre for Earth Observation","Concept Bottleneck Models (CBMs) improve the explainability of black-box Deep Learning (DL) by introducing intermediate semantic concepts. However, standard CBMs often overlook domain-specific relationships and causal mechanisms, and their dependence on complete concept labels limits applicability in scientific domains where supervision is sparse but processes are well defined. To address this, we propose the Process-Guided Concept Bottleneck Model (PG-CBM), an extension of CBMs which constrains learning to follow domain-defined causal mechanisms through biophysically meaningful intermediate concepts. Using above ground biomass density estimation from Earth Observation data as a case study, we show that PG-CBM reduces error and bias compared to multiple benchmarks, whilst leveraging multi-source heterogeneous training data and producing interpretable intermediate outputs. Beyond improved accuracy, PG-CBM enhances transparency, enables detection of spurious learning, and provides scientific insights, representing a step toward more trustworthy AI systems in scientific applications.",Unknown,
f7f4a00d740e33bafc29b0d5c0b15756c96711b2,Development of Ontological Knowledge Bases by Leveraging Large Language Models,2026,"Le Ngoc Luyen, Marie-Hélène Abel, Philippe Gouspillou","Ontological Knowledge Bases (OKBs) play a vital role in structuring domain-specific knowledge and serve as a foundation for effective knowledge management systems. However, their traditional manual development poses significant challenges related to scalability, consistency, and adaptability. Recent advancements in Generative AI, particularly Large Language Models (LLMs), offer promising solutions for automating and enhancing OKB development. This paper introduces a structured, iterative methodology leveraging LLMs to optimize knowledge acquisition, automate ontology artifact generation, and enable continuous refinement cycles. We demonstrate this approach through a detailed case study focused on developing a user context profile ontology within the vehicle sales domain. Key contributions include significantly accelerated ontology construction processes, improved ontological consistency, effective bias mitigation, and enhanced transparency in the ontology engineering process. Our findings highlight the transformative potential of integrating LLMs into ontology development, notably improving scalability, integration capabilities, and overall efficiency in knowledge management systems.",Unknown,
f91a3d1409383b79c1bff926b7eba0997cf52588,ProbFM: Probabilistic Time Series Foundation Model with Uncertainty Decomposition,2026,"Arundeep Chinta, Lucas Vinh Tran, Jay Katukuri","Time Series Foundation Models (TSFMs) have emerged as a promising approach for zero-shot financial forecasting, demonstrating strong transferability and data efficiency gains. However, their adoption in financial applications is hindered by fundamental limitations in uncertainty quantification: current approaches either rely on restrictive distributional assumptions, conflate different sources of uncertainty, or lack principled calibration mechanisms. While recent TSFMs employ sophisticated techniques such as mixture models, Student's t-distributions, or conformal prediction, they fail to address the core challenge of providing theoretically-grounded uncertainty decomposition. For the very first time, we present a novel transformer-based probabilistic framework, ProbFM (probabilistic foundation model), that leverages Deep Evidential Regression (DER) to provide principled uncertainty quantification with explicit epistemic-aleatoric decomposition. Unlike existing approaches that pre-specify distributional forms or require sampling-based inference, ProbFM learns optimal uncertainty representations through higher-order evidence learning while maintaining single-pass computational efficiency. To rigorously evaluate the core DER uncertainty quantification approach independent of architectural complexity, we conduct an extensive controlled comparison study using a consistent LSTM architecture across five probabilistic methods: DER, Gaussian NLL, Student's-t NLL, Quantile Loss, and Conformal Prediction. Evaluation on cryptocurrency return forecasting demonstrates that DER maintains competitive forecasting accuracy while providing explicit epistemic-aleatoric uncertainty decomposition. This work establishes both an extensible framework for principled uncertainty quantification in foundation models and empirical evidence for DER's effectiveness in financial applications.",Unknown,
c1645c9c8dde15f56448595fb85d4025d4ea489f,FilDeep: Learning Large Deformations of Elastic-Plastic Solids with Multi-Fidelity Data,2026,"Jianheng Tang, Shilong Tao, Zhe Feng, Haonan Sun, Menglu Wang, Zhanxing Zhu, Yunhuai Liu","The scientific computation of large deformations in elastic-plastic solids is crucial in various manufacturing applications. Traditional numerical methods exhibit several inherent limitations, prompting Deep Learning (DL) as a promising alternative. The effectiveness of current DL techniques typically depends on the availability of high-quantity and high-accuracy datasets, which are yet difficult to obtain in large deformation problems. During the dataset construction process, a dilemma stands between data quantity and data accuracy, leading to suboptimal performance in the DL models. To address this challenge, we focus on a representative application of large deformations, the stretch bending problem, and propose FilDeep, a Fidelity-based Deep Learning framework for large Deformation of elastic-plastic solids. Our FilDeep aims to resolve the quantity-accuracy dilemma by simultaneously training with both low-fidelity and high-fidelity data, where the former provides greater quantity but lower accuracy, while the latter offers higher accuracy but in less quantity. In FilDeep, we provide meticulous designs for the practical large deformation problem. Particularly, we propose attention-enabled cross-fidelity modules to effectively capture long-range physical interactions across MF data. To the best of our knowledge, our FilDeep presents the first DL framework for large deformation problems using MF data. Extensive experiments demonstrate that our FilDeep consistently achieves state-of-the-art performance and can be efficiently deployed in manufacturing.",Unknown,
951f9c895610d0ff79b398fe89b43929ca8864da,TF3-RO-50M: Training Compact Romanian Language Models from Scratch on Synthetic Moral Microfiction,2026,"Mihai Nadǎş, Laura Dioşan, Andreea Tomescu, Andrei Piscoran","Recent advances in synthetic data generation have shown that compact language models can be trained effectively when the underlying corpus is structurally controlled and linguistically coherent. However, for morphologically rich and computationally under-resourced languages such as Romanian, there is still no openly documented, end-to-end pipeline that unifies tokenizer design, preprocessing, pretraining, compression, evaluation, and large-scale synthetic data generation in a reproducible framework. Building on TF1, a three-million-story English fable dataset, and TF2, which extends TF1 through high-quality Romanian translations, we introduce TF3-RO, a Romanian-centric language modeling pipeline spanning tokenizer training, from-scratch model development, and Romanian-native dataset generation. TF3-RO constructs Romanian-specific BPE and Unigram tokenizers from a linguistically informed corpus to mitigate token inflation induced by Romanian morphology. Using long-sequence packed training, we pretrain a 51.65M-parameter LLaMA-style Transformer entirely from scratch. The model is subsequently optimized through quantization, structured pruning, and logit-based knowledge distillation, yielding a compact 26.45M-parameter student model with tied embeddings and strong deployment characteristics. Using this distilled model, TF3-RO generates three million Romanian-native synthetic fables via a controlled combinatorial prompting framework. Across all stages, the pipeline integrates a comprehensive evaluation suite combining intrinsic metrics, Romanian agreement probes, entity coherence, rule-based grammar checking, and LLM-based assessment. TF3-RO provides a reproducible and linguistically grounded framework for training compact Romanian language models and producing large-scale synthetic narrative corpora.",Unknown,
cc6b39ccf1607371d317ed391dcf24da4af9d313,Are Your Reasoning Models Reasoning or Guessing? A Mechanistic Analysis of Hierarchical Reasoning Models,2026,"Zirui Ren, Ziming Liu","Hierarchical reasoning model (HRM) achieves extraordinary performance on various reasoning tasks, significantly outperforming large language model-based reasoners. To understand the strengths and potential failure modes of HRM, we conduct a mechanistic study on its reasoning patterns and find three surprising facts: (a) Failure of extremely simple puzzles, e.g., HRM can fail on a puzzle with only one unknown cell. We attribute this failure to the violation of the fixed point property, a fundamental assumption of HRM. (b)""Grokking""dynamics in reasoning steps, i.e., the answer is not improved uniformly, but instead there is a critical reasoning step that suddenly makes the answer correct; (c) Existence of multiple fixed points. HRM""guesses""the first fixed point, which could be incorrect, and gets trapped there for a while or forever. All facts imply that HRM appears to be""guessing""instead of""reasoning"". Leveraging this""guessing""picture, we propose three strategies to scale HRM's guesses: data augmentation (scaling the quality of guesses), input perturbation (scaling the number of guesses by leveraging inference randomness), and model bootstrapping (scaling the number of guesses by leveraging training randomness). On the practical side, by combining all methods, we develop Augmented HRM, boosting accuracy on Sudoku-Extreme from 54.5% to 96.9%. On the scientific side, our analysis provides new insights into how reasoning models""reason"".",Unknown,
7003b69885435f737669e86871e0552cbb02fd7d,Meta Dynamic Graph for Traffic Flow Prediction,2026,"Yiqing Zou, Hanning Yuan, Qianyu Yang, Ziqiang Yuan, Shuliang Wang, Sijie Ruan","Traffic flow prediction is a typical spatio-temporal prediction problem and has a wide range of applications. The core challenge lies in modeling the underlying complex spatio-temporal dependencies. Various methods have been proposed, and recent studies show that the modeling of dynamics is useful to meet the core challenge. While handling spatial dependencies and temporal dependencies using separate base model structures may hinder the modeling of spatio-temporal correlations, the modeling of dynamics can bridge this gap. Incorporating spatio-temporal heterogeneity also advances the main goal, since it can extend the parameter space and allow more flexibility. Despite these advances, two limitations persist: 1) the modeling of dynamics is often limited to the dynamics of spatial topology (e.g., adjacency matrix changes), which, however, can be extended to a broader scope; 2) the modeling of heterogeneity is often separated for spatial and temporal dimensions, but this gap can also be bridged by the modeling of dynamics. To address the above limitations, we propose a novel framework for traffic prediction, called Meta Dynamic Graph (MetaDG). MetaDG leverages dynamic graph structures of node representations to explicitly model spatio-temporal dynamics. This generates both dynamic adjacency matrices and meta-parameters, extending dynamic modeling beyond topology while unifying the capture of spatio-temporal heterogeneity into a single dimension. Extensive experiments on four real-world datasets validate the effectiveness of MetaDG.",Unknown,
574f0053cee537d040a58ab363b5c1f5c817bd6a,DeFlow: Decoupling Manifold Modeling and Value Maximization for Offline Policy Extraction,2026,Zhancun Mu,"We present DeFlow, a decoupled offline RL framework that leverages flow matching to faithfully capture complex behavior manifolds. Optimizing generative policies is computationally prohibitive, typically necessitating backpropagation through ODE solvers. We address this by learning a lightweight refinement module within an explicit, data-derived trust region of the flow manifold, rather than sacrificing the iterative generation capability via single-step distillation. This way, we bypass solver differentiation and eliminate the need for balancing loss terms, ensuring stable improvement while fully preserving the flow's iterative expressivity. Empirically, DeFlow achieves superior performance on the challenging OGBench benchmark and demonstrates efficient offline-to-online adaptation.",Unknown,
3718cfdb2012713c6981fcd81ba1b31221e21cb6,Unlabeled Data Can Provably Enhance In-Context Learning of Transformers,2026,"Renpu Liu, Jing Yang","Large language models (LLMs) exhibit impressive in-context learning (ICL) capabilities, yet the quality of their predictions is fundamentally limited by the few costly labeled demonstrations that can fit into a prompt. Meanwhile, there exist vast and continuously growing amounts of unlabeled data that may be closely related to the ICL task. How to utilize such unlabeled data to provably enhance the performance of ICL thus becomes an emerging fundamental question. In this work, we propose a novel augmented ICL framework, in which the prompt includes a small set of labeled examples alongside a block of unlabeled inputs. We focus on the multi-class linear classification setting and demonstrate that, with chain-of-thought (CoT) prompting, a multi-layer transformer can effectively emulate an expectation-maximization (EM) algorithm. This enables the transformer to implicitly extract useful information from both labeled and unlabeled data, leading to provable improvements in ICL accuracy. Moreover, we show that such a transformer can be trained via teacher forcing, with its parameters converging to the desired solution at a linear rate. Experiments demonstrate that the augmented ICL framework consistently outperforms conventional few-shot ICL, providing empirical support for our theoretical findings. To the best of our knowledge, this is the first theoretical study on the impact of unlabeled data on the ICL performance of transformers.",Unknown,
974b85e18917b698a2d713ff2992927e3ddb5397,In-Context Source and Channel Coding,2026,"Ziqiong Wang, Tianqi Ren, Rongpeng Li, Zhifeng Zhao, Honggang Zhang","Separate Source-Channel Coding (SSCC) remains attractive for text transmission due to its modularity and compatibility with mature entropy coders and powerful channel codes. However, SSCC often suffers from a pronounced cliff effect in low Signal-to-Noise Ratio (SNR) regimes, where residual bit errors after channel decoding can catastrophically break lossless source decoding, especially for Arithmetic Coding (AC) driven by Large Language Models (LLMs). This paper proposes a receiver-side In-Context Decoding (ICD) framework that enhances SSCC robustness without modifying the transmitter. ICD leverages an Error Correction Code Transformer (ECCT) to obtain bit-wise reliability for the decoded information bits. Based on the context-consistent bitstream, ICD constructs a confidence-ranked candidate pool via reliability-guided bit flipping, samples a compact yet diverse subset of candidates, and applies an LLM-based arithmetic decoder to obtain both reconstructions and sequence-level log-likelihoods. A reliability-likelihood fusion rule then selects the final output. We further provide theoretical guarantees on the stability and convergence of the proposed sampling procedure. Extensive experiments over Additive White Gaussian Noise (AWGN) and Rayleigh fading channels demonstrate consistent gains compared with conventional SSCC baselines and representative Joint Source-Channel Coding (JSCC) schemes.",Unknown,
